timestamp,ambient_c,pump_vibration_mm_s,hvac_compressor_kw,solar_inverter_kw
2026-07-09 17:11,46.04,2.432,13.871,35.102
2026-07-09 17:12,46.14,2.36,13.217,35.853
2026-07-09 17:13,46.17,2.619,13.166,34.906
2026-07-09 17:14,46.24,2.335,13.229,36.405
2026-07-09 17:15,46.22,2.446,13.479,36.146
2026-07-09 17:16,46.36,2.386,13.629,36.265
2026-07-09 17:17,46.1,2.337,13.321,33.65
2026-07-09 17:18,45.91,2.299,13.785,32.429
2026-07-09 17:19,45.73,2.475,13.662,33.204
2026-07-09 17:20,45.64,2.442,13.108,33.974
2026-07-09 17:21,46.49,2.538,13.461,33.022
2026-07-09 17:22,45.75,2.24,13.324,34.096
2026-07-09 17:23,46.13,2.443,13.849,31.562
2026-07-09 17:24,46.16,2.4,13.545,33.18
2026-07-09 17:25,46.12,2.341,13.81,32.174
2026-07-09 17:26,46.1,2.321,13.887,32.253
2026-07-09 17:27,45.79,2.535,13.746,31.203
2026-07-09 17:28,45.87,2.509,13.526,31.305
2026-07-09 17:29,46.2,2.415,13.846,31.332
2026-07-09 17:30,46.11,2.57,13.792,30.86
2026-07-09 17:31,46.13,2.269,13.69,31.445
2026-07-09 17:32,45.89,2.345,13.758,28.773
2026-07-09 17:33,45.55,2.421,12.932,30.82
2026-07-09 17:34,45.59,2.561,13.449,29.487
2026-07-09 17:35,46.11,2.438,13.317,28.968
2026-07-09 17:36,45.71,2.349,13.256,27.254
2026-07-09 17:37,45.52,2.346,13.584,29.167
2026-07-09 17:38,45.56,2.372,13.596,27.139
2026-07-09 17:39,45.68,2.353,13.18,27.621
2026-07-09 17:40,45.43,2.537,13.349,27.218
2026-07-09 17:41,45.08,2.419,13.582,28.046
2026-07-09 17:42,45.54,2.431,13.108,28.143
2026-07-09 17:43,45.89,2.477,13.522,24.268
2026-07-09 17:44,45.87,2.443,13.306,26.667
2026-07-09 17:45,45.75,2.304,13.175,25.587
2026-07-09 17:46,45.41,2.582,13.26,25.312
2026-07-09 17:47,46.02,2.343,13.553,23.959
2026-07-09 17:48,45.8,2.432,13.616,26.126
2026-07-09 17:49,45.52,2.352,13.74,24.844
2026-07-09 17:50,45.5,2.465,13.606,24.133
2026-07-09 17:51,45.75,2.455,13.368,23.451
2026-07-09 17:52,45.65,2.402,13.942,21.956
2026-07-09 17:53,45.63,2.343,13.616,23.286
2026-07-09 17:54,45.43,2.091,13.425,22.827
2026-07-09 17:55,45.09,2.454,13.4,23.72
2026-07-09 17:56,45.64,2.415,13.326,22.484
2026-07-09 17:57,45.24,2.562,13.34,20.808
2026-07-09 17:58,45.55,2.356,13.468,21.53
2026-07-09 17:59,45.49,2.362,13.09,19.285
2026-07-09 18:00,45.15,2.527,13.091,21.649
2026-07-09 18:01,45.6,2.315,13.341,21.015
2026-07-09 18:02,45.43,2.275,13.727,20.156
2026-07-09 18:03,44.96,2.364,12.995,20.922
2026-07-09 18:04,45.39,2.32,12.885,19.886
2026-07-09 18:05,45.3,2.472,13.401,19.851
2026-07-09 18:06,45.11,2.6,13.676,18.062
2026-07-09 18:07,45.28,2.362,13.308,18.181
2026-07-09 18:08,44.83,2.278,12.655,16.369
2026-07-09 18:09,45.15,2.309,13.296,18.839
2026-07-09 18:10,44.76,2.466,13.054,16.099
2026-07-09 18:11,44.96,2.312,13.298,17.586
2026-07-09 18:12,44.67,2.376,13.228,17.623
2026-07-09 18:13,44.61,2.435,13.483,16.231
2026-07-09 18:14,45.14,2.509,13.703,16.585
2026-07-09 18:15,45.27,2.323,13.439,16.223
2026-07-09 18:16,44.78,2.195,13.387,16.429
2026-07-09 18:17,45.24,2.344,13.287,16.644
2026-07-09 18:18,44.76,2.159,13.096,14.27
2026-07-09 18:19,45.16,2.258,13.387,13.817
2026-07-09 18:20,45.04,2.448,12.952,12.779
2026-07-09 18:21,44.7,2.511,12.8,14.855
2026-07-09 18:22,44.9,2.149,13.05,14.649
2026-07-09 18:23,44.96,2.256,13.275,13.763
2026-07-09 18:24,44.97,2.328,12.637,12.737
2026-07-09 18:25,45.09,2.474,13.267,12.502
2026-07-09 18:26,45.16,2.306,13.114,13.551
2026-07-09 18:27,44.67,2.509,13.3,11.594
2026-07-09 18:28,44.76,2.56,13.348,12.426
2026-07-09 18:29,44.86,2.258,12.766,12.043
2026-07-09 18:30,44.62,2.193,12.791,11.871
2026-07-09 18:31,44.53,2.298,13.167,11.022
2026-07-09 18:32,44.52,2.405,13.168,10.342
2026-07-09 18:33,44.56,2.408,12.632,9.743
2026-07-09 18:34,44.91,2.42,13.017,10.514
2026-07-09 18:35,44.9,2.135,13.099,9.298
2026-07-09 18:36,44.62,2.516,13.551,10.015
2026-07-09 18:37,44.34,2.337,13.141,9.671
2026-07-09 18:38,44.61,2.291,13.008,9.271
2026-07-09 18:39,44.76,2.509,12.772,7.868
2026-07-09 18:40,44.43,2.452,13.059,9.474
2026-07-09 18:41,44.61,2.325,13.296,6.908
2026-07-09 18:42,44.2,2.306,12.69,6.315
2026-07-09 18:43,44.35,2.369,13.171,8.484
2026-07-09 18:44,44.33,2.405,12.744,7.935
2026-07-09 18:45,44.63,2.475,13.354,7.487
2026-07-09 18:46,44.05,2.414,13.424,6.446
2026-07-09 18:47,44.44,2.556,12.741,4.572
2026-07-09 18:48,44.23,2.37,12.903,5.831
2026-07-09 18:49,43.92,2.414,13.044,4.697
2026-07-09 18:50,44.3,2.441,12.919,5.887
2026-07-09 18:51,44.47,2.531,12.994,4.354
2026-07-09 18:52,44.17,2.344,12.72,5.275
2026-07-09 18:53,44.26,2.48,13.191,4.312
2026-07-09 18:54,44.18,2.174,13.025,5.74
2026-07-09 18:55,43.74,2.402,13.122,5.325
2026-07-09 18:56,43.32,2.382,12.813,4.008
2026-07-09 18:57,44.09,2.53,12.753,3.965
2026-07-09 18:58,44.1,2.241,12.613,2.873
2026-07-09 18:59,43.88,2.61,12.937,3.067
2026-07-09 19:00,43.35,2.501,12.66,3.43
2026-07-09 19:01,43.44,2.207,12.711,3.56
2026-07-09 19:02,43.1,2.314,12.491,2.536
2026-07-09 19:03,43.38,2.364,12.18,2.618
2026-07-09 19:04,43.42,2.191,12.766,2.513
2026-07-09 19:05,43.28,2.493,13.133,2.004
2026-07-09 19:06,43.22,2.323,13.041,2.448
2026-07-09 19:07,43.13,2.509,12.907,0.424
2026-07-09 19:08,43.33,2.395,12.062,0.07
2026-07-09 19:09,43.12,2.444,12.195,0.0
2026-07-09 19:10,43.62,2.36,12.834,0.261
2026-07-09 19:11,43.67,2.332,12.93,0.0
2026-07-09 19:12,43.69,2.371,12.692,1.577
2026-07-09 19:13,43.46,2.338,12.435,1.107
2026-07-09 19:14,43.42,2.334,12.656,0.0
2026-07-09 19:15,43.41,2.359,12.951,0.597
2026-07-09 19:16,43.13,2.429,12.544,0.0
2026-07-09 19:17,43.05,2.424,12.466,0.0
2026-07-09 19:18,43.27,2.244,12.677,0.903
2026-07-09 19:19,43.07,2.25,12.466,1.075
2026-07-09 19:20,42.63,2.439,11.757,1.546
2026-07-09 19:21,43.12,2.373,12.789,0.0
2026-07-09 19:22,43.17,2.338,13.066,0.0
2026-07-09 19:23,42.81,2.338,12.27,2.037
2026-07-09 19:24,43.05,2.299,12.833,0.0
2026-07-09 19:25,43.46,2.447,12.793,1.93
2026-07-09 19:26,42.71,2.275,12.81,0.0
2026-07-09 19:27,42.79,2.174,12.235,0.23
2026-07-09 19:28,43.3,2.403,12.859,0.0
2026-07-09 19:29,42.95,2.328,12.333,0.704
2026-07-09 19:30,43.46,2.35,12.471,1.508
2026-07-09 19:31,42.77,2.217,12.595,0.485
2026-07-09 19:32,42.96,2.414,12.702,0.412
2026-07-09 19:33,43.14,2.382,12.438,0.642
2026-07-09 19:34,42.81,2.285,13.122,0.0
2026-07-09 19:35,43.01,2.448,12.54,0.067
2026-07-09 19:36,42.1,2.266,12.643,0.0
2026-07-09 19:37,43.4,2.271,12.537,0.0
2026-07-09 19:38,42.35,2.204,12.486,0.0
2026-07-09 19:39,42.6,2.449,12.301,0.757
2026-07-09 19:40,42.16,2.371,12.311,0.0
2026-07-09 19:41,42.39,2.578,12.324,0.168
2026-07-09 19:42,42.11,2.322,12.127,0.0
2026-07-09 19:43,41.99,2.464,12.813,0.0
2026-07-09 19:44,42.18,2.402,12.034,0.0
2026-07-09 19:45,41.66,2.555,12.171,0.0
2026-07-09 19:46,41.75,2.515,12.087,0.0
2026-07-09 19:47,42.34,2.327,12.45,0.0
2026-07-09 19:48,41.96,2.369,12.516,1.582
2026-07-09 19:49,42.43,2.451,12.354,0.0
2026-07-09 19:50,41.99,2.23,12.393,0.0
2026-07-09 19:51,41.66,2.382,11.802,0.688
2026-07-09 19:52,41.76,2.378,11.894,0.0
2026-07-09 19:53,41.59,2.333,11.996,1.993
2026-07-09 19:54,41.32,2.206,11.442,0.0
2026-07-09 19:55,41.49,2.261,12.2,0.439
2026-07-09 19:56,41.55,2.327,11.645,0.0
2026-07-09 19:57,41.26,2.243,11.89,0.0
2026-07-09 19:58,41.32,2.36,11.814,0.655
2026-07-09 19:59,41.42,2.291,12.123,0.546
2026-07-09 20:00,41.44,2.278,12.2,0.0
2026-07-09 20:01,40.69,2.299,11.795,0.326
2026-07-09 20:02,40.77,2.446,11.365,0.0
2026-07-09 20:03,40.85,2.177,12.123,0.597
2026-07-09 20:04,40.93,2.223,11.794,0.0
2026-07-09 20:05,41.04,2.296,11.983,0.467
2026-07-09 20:06,41.45,2.186,11.637,0.0
2026-07-09 20:07,40.51,2.257,11.93,0.583
2026-07-09 20:08,41.18,2.425,11.756,0.0
2026-07-09 20:09,41.2,2.132,11.504,0.0
2026-07-09 20:10,41.23,2.505,12.028,0.273
2026-07-09 20:11,41.09,2.378,11.993,0.299
2026-07-09 20:12,41.2,2.333,11.802,0.208
2026-07-09 20:13,40.99,2.332,11.943,0.0
2026-07-09 20:14,40.91,2.318,11.93,0.0
2026-07-09 20:15,40.85,2.097,11.976,1.654
2026-07-09 20:16,40.93,2.481,12.14,1.822
2026-07-09 20:17,40.55,2.359,11.206,0.0
2026-07-09 20:18,40.92,2.425,12.052,0.557
2026-07-09 20:19,40.64,2.389,12.026,0.0
2026-07-09 20:20,40.53,2.337,12.033,0.0
2026-07-09 20:21,40.23,2.247,11.763,0.0
2026-07-09 20:22,40.58,2.328,11.912,1.754
2026-07-09 20:23,40.55,2.345,12.026,1.022
2026-07-09 20:24,40.09,2.388,11.6,0.488
2026-07-09 20:25,40.22,2.253,11.898,0.0
2026-07-09 20:26,40.24,2.345,11.431,1.39
2026-07-09 20:27,39.95,2.322,11.952,2.637
2026-07-09 20:28,40.26,2.17,11.757,0.383
2026-07-09 20:29,39.96,2.377,12.034,1.087
2026-07-09 20:30,40.2,2.394,11.527,0.0
2026-07-09 20:31,40.41,2.441,11.606,0.0
2026-07-09 20:32,39.69,2.268,11.916,0.0
2026-07-09 20:33,39.59,2.312,11.072,0.52
2026-07-09 20:34,40.29,2.365,11.746,0.0
2026-07-09 20:35,39.91,2.333,11.577,0.098
2026-07-09 20:36,39.13,2.171,11.5,0.64
2026-07-09 20:37,39.85,2.32,11.452,0.0
2026-07-09 20:38,39.58,2.231,11.056,0.0
2026-07-09 20:39,39.96,2.202,11.558,0.0
2026-07-09 20:40,39.83,2.232,11.616,0.0
2026-07-09 20:41,39.92,2.325,11.636,0.0
2026-07-09 20:42,39.28,2.391,11.602,0.0
2026-07-09 20:43,39.36,2.156,11.12,0.0
2026-07-09 20:44,39.44,2.189,11.293,0.0
2026-07-09 20:45,39.17,2.221,11.47,0.0
2026-07-09 20:46,39.34,2.335,11.031,0.0
2026-07-09 20:47,39.45,2.231,11.534,0.423
2026-07-09 20:48,39.39,2.248,11.094,0.0
2026-07-09 20:49,39.19,2.264,11.123,0.683
2026-07-09 20:50,39.16,2.09,11.35,0.0
2026-07-09 20:51,39.0,2.433,10.406,0.0
2026-07-09 20:52,39.14,2.12,10.958,0.97
2026-07-09 20:53,38.83,2.378,11.117,0.0
2026-07-09 20:54,38.75,2.167,11.201,0.808
2026-07-09 20:55,38.96,2.175,11.113,0.243
2026-07-09 20:56,38.81,2.301,11.573,1.292
2026-07-09 20:57,39.04,2.332,11.655,0.59
2026-07-09 20:58,38.8,2.317,10.663,0.0
2026-07-09 20:59,38.56,2.322,11.09,0.772
2026-07-09 21:00,38.57,2.277,10.81,1.239
2026-07-09 21:01,38.95,2.179,11.31,1.992
2026-07-09 21:02,38.42,2.382,10.805,0.0
2026-07-09 21:03,38.3,2.318,10.651,0.0
2026-07-09 21:04,38.65,2.362,11.397,0.0
2026-07-09 21:05,38.37,2.439,11.117,0.213
2026-07-09 21:06,38.68,2.227,10.856,0.0
2026-07-09 21:07,38.49,2.313,10.989,1.499
2026-07-09 21:08,38.34,2.134,11.087,0.459
2026-07-09 21:09,38.37,2.326,11.074,0.0
2026-07-09 21:10,38.7,2.386,10.967,1.573
2026-07-09 21:11,38.54,2.339,11.421,0.0
2026-07-09 21:12,38.3,2.242,10.795,1.203
2026-07-09 21:13,38.18,2.301,10.794,0.0
2026-07-09 21:14,37.89,2.478,10.546,0.0
2026-07-09 21:15,38.06,2.312,10.915,0.0
2026-07-09 21:16,37.84,2.256,10.525,0.0
2026-07-09 21:17,38.25,2.501,10.675,0.227
2026-07-09 21:18,37.71,2.082,11.216,0.0
2026-07-09 21:19,37.63,2.018,11.182,0.0
2026-07-09 21:20,38.1,2.271,10.778,1.068
2026-07-09 21:21,37.95,2.135,11.21,0.0
2026-07-09 21:22,37.55,2.17,10.558,0.734
2026-07-09 21:23,37.73,2.207,11.103,0.0
2026-07-09 21:24,37.9,2.042,11.283,0.0
2026-07-09 21:25,37.63,2.187,10.826,1.63
2026-07-09 21:26,37.41,2.372,10.243,0.0
2026-07-09 21:27,37.88,2.119,11.073,0.0
2026-07-09 21:28,37.69,2.212,10.09,0.637
2026-07-09 21:29,37.21,2.132,10.282,0.871
2026-07-09 21:30,36.94,2.216,10.45,1.085
2026-07-09 21:31,37.02,2.111,10.655,0.611
2026-07-09 21:32,37.1,2.293,10.57,0.0
2026-07-09 21:33,37.41,2.1,10.856,0.0
2026-07-09 21:34,36.98,2.078,10.51,0.0
2026-07-09 21:35,37.46,2.09,10.71,0.785
2026-07-09 21:36,37.74,2.45,10.497,0.311
2026-07-09 21:37,37.71,2.187,10.239,0.0
2026-07-09 21:38,37.36,2.229,10.403,0.0
2026-07-09 21:39,37.38,2.291,10.093,1.432
2026-07-09 21:40,37.69,2.047,10.959,0.0
2026-07-09 21:41,37.7,2.361,10.914,1.482
2026-07-09 21:42,37.18,2.191,10.519,0.671
2026-07-09 21:43,37.48,2.247,10.481,0.0
2026-07-09 21:44,37.29,2.226,10.778,0.0
2026-07-09 21:45,36.83,2.348,10.348,0.03
2026-07-09 21:46,37.25,2.192,10.11,0.0
2026-07-09 21:47,36.94,2.162,10.517,0.157
2026-07-09 21:48,37.06,2.525,9.919,1.941
2026-07-09 21:49,36.47,2.133,10.486,0.173
2026-07-09 21:50,36.6,2.156,10.487,1.004
2026-07-09 21:51,36.52,2.193,9.591,0.0
2026-07-09 21:52,36.59,2.181,10.644,0.251
2026-07-09 21:53,36.8,2.25,10.775,0.0
2026-07-09 21:54,36.07,2.179,10.726,0.0
2026-07-09 21:55,36.52,2.317,10.487,0.0
2026-07-09 21:56,36.6,2.346,10.787,0.0
2026-07-09 21:57,36.62,2.251,10.328,0.214
2026-07-09 21:58,36.84,1.936,10.776,0.207
2026-07-09 21:59,36.17,2.347,9.81,0.087
2026-07-09 22:00,36.03,2.252,10.205,0.341
2026-07-09 22:01,36.53,2.335,10.196,1.667
2026-07-09 22:02,36.12,2.343,10.075,0.0
2026-07-09 22:03,36.61,2.311,10.034,0.0
2026-07-09 22:04,36.35,2.185,9.949,0.0
2026-07-09 22:05,36.25,2.176,10.68,0.735
2026-07-09 22:06,35.87,2.346,9.944,2.115
2026-07-09 22:07,35.74,2.011,9.788,1.156
2026-07-09 22:08,35.41,2.146,9.806,1.096
2026-07-09 22:09,35.99,2.25,10.765,0.847
2026-07-09 22:10,36.12,2.336,10.843,0.23
2026-07-09 22:11,35.99,2.172,10.143,0.0
2026-07-09 22:12,35.51,2.295,10.168,0.0
2026-07-09 22:13,35.75,2.356,10.314,0.87
2026-07-09 22:14,35.63,2.005,10.012,0.0
2026-07-09 22:15,35.5,2.288,10.08,0.0
2026-07-09 22:16,35.89,2.306,10.13,0.0
2026-07-09 22:17,35.7,2.161,9.574,0.033
2026-07-09 22:18,35.65,2.012,10.228,0.0
2026-07-09 22:19,36.03,2.376,10.309,0.0
2026-07-09 22:20,35.69,2.241,10.035,0.656
2026-07-09 22:21,35.93,2.301,9.867,0.0
2026-07-09 22:22,35.7,2.165,9.991,0.0
2026-07-09 22:23,35.63,2.304,10.503,0.818
2026-07-09 22:24,35.79,2.073,10.152,0.0
2026-07-09 22:25,35.91,2.176,10.141,0.473
2026-07-09 22:26,35.04,2.234,9.661,0.0
2026-07-09 22:27,35.46,2.25,9.457,0.176
2026-07-09 22:28,34.95,2.107,9.525,0.0
2026-07-09 22:29,35.04,2.316,9.655,0.0
2026-07-09 22:30,35.36,2.256,9.89,2.113
2026-07-09 22:31,35.34,2.154,9.609,0.0
2026-07-09 22:32,35.26,2.221,9.651,0.0
2026-07-09 22:33,35.1,2.205,9.873,0.398
2026-07-09 22:34,34.46,2.005,9.668,0.0
2026-07-09 22:35,34.6,2.12,9.646,0.032
2026-07-09 22:36,34.65,2.393,9.552,0.0
2026-07-09 22:37,34.63,2.172,9.276,0.072
2026-07-09 22:38,34.55,2.12,9.093,0.0
2026-07-09 22:39,34.46,2.181,9.516,0.265
2026-07-09 22:40,34.58,2.085,9.66,0.685
2026-07-09 22:41,34.67,2.181,9.59,0.508
2026-07-09 22:42,34.79,2.241,10.322,0.0
2026-07-09 22:43,34.88,2.078,9.879,0.489
2026-07-09 22:44,34.0,2.275,9.013,0.0
2026-07-09 22:45,34.64,2.016,9.446,0.0
2026-07-09 22:46,34.09,2.246,9.577,0.0
2026-07-09 22:47,33.73,2.361,9.238,0.518
2026-07-09 22:48,34.42,2.269,9.355,0.815
2026-07-09 22:49,34.53,2.184,9.878,0.331
2026-07-09 22:50,34.34,2.213,9.748,0.0
2026-07-09 22:51,34.94,2.259,9.71,0.455
2026-07-09 22:52,34.11,2.124,9.029,0.769
2026-07-09 22:53,33.88,2.251,9.465,0.243
2026-07-09 22:54,33.95,2.376,9.202,0.365
2026-07-09 22:55,33.87,2.053,9.502,0.0
2026-07-09 22:56,34.43,2.038,9.533,0.937
2026-07-09 22:57,34.13,2.247,9.632,0.0
2026-07-09 22:58,34.3,2.205,10.05,0.0
2026-07-09 22:59,34.33,2.249,9.523,0.0
2026-07-09 23:00,33.95,2.202,9.069,0.197
2026-07-09 23:01,33.94,2.253,8.811,0.401
2026-07-09 23:02,33.92,2.255,9.402,1.447
2026-07-09 23:03,34.22,2.185,9.141,2.081
2026-07-09 23:04,34.18,2.208,9.024,0.0
2026-07-09 23:05,34.31,2.25,9.407,0.0
2026-07-09 23:06,33.87,2.077,9.618,0.0
2026-07-09 23:07,33.83,1.981,9.584,0.032
2026-07-09 23:08,33.6,2.167,8.95,0.279
2026-07-09 23:09,33.84,2.059,9.139,0.0
2026-07-09 23:10,33.49,2.228,9.461,0.703
2026-07-09 23:11,33.66,2.038,9.936,1.767
2026-07-09 23:12,33.8,2.085,9.214,0.021
2026-07-09 23:13,34.07,2.231,9.239,0.0
2026-07-09 23:14,33.23,2.248,9.118,0.719
2026-07-09 23:15,33.46,2.133,9.626,0.343
2026-07-09 23:16,33.78,2.191,8.995,1.439
2026-07-09 23:17,33.92,2.191,9.703,0.0
2026-07-09 23:18,33.42,2.152,9.396,0.275
2026-07-09 23:19,33.19,2.06,8.891,0.0
2026-07-09 23:20,33.61,2.242,9.007,1.03
2026-07-09 23:21,33.4,2.164,9.77,0.638
2026-07-09 23:22,33.3,2.117,9.423,0.0
2026-07-09 23:23,33.05,2.248,8.751,0.006
2026-07-09 23:24,33.26,1.931,9.195,0.2
2026-07-09 23:25,33.28,2.313,9.469,0.907
2026-07-09 23:26,32.91,2.226,9.348,0.0
2026-07-09 23:27,32.42,2.38,8.6,0.0
2026-07-09 23:28,33.11,2.256,9.13,0.0
2026-07-09 23:29,32.9,2.309,9.058,0.0
2026-07-09 23:30,32.92,2.365,8.634,0.317
2026-07-09 23:31,32.92,2.204,8.67,1.316
2026-07-09 23:32,33.12,2.003,8.833,0.178
2026-07-09 23:33,32.81,2.066,9.009,0.0
2026-07-09 23:34,32.85,2.01,9.188,0.0
2026-07-09 23:35,32.73,2.112,8.989,0.798
2026-07-09 23:36,32.54,2.326,8.576,0.0
2026-07-09 23:37,32.5,2.074,9.009,0.0
2026-07-09 23:38,32.49,2.139,8.801,0.0
2026-07-09 23:39,32.78,2.242,9.099,0.844
2026-07-09 23:40,32.41,2.258,8.768,1.396
2026-07-09 23:41,32.49,2.356,9.119,0.0
2026-07-09 23:42,32.17,2.175,8.813,0.112
2026-07-09 23:43,32.23,2.24,8.946,0.0
2026-07-09 23:44,32.57,2.249,9.006,0.38
2026-07-09 23:45,32.65,2.246,8.774,0.268
2026-07-09 23:46,32.26,2.234,8.81,0.0
2026-07-09 23:47,32.24,2.246,8.384,1.058
2026-07-09 23:48,32.55,2.202,8.495,0.0
2026-07-09 23:49,32.33,2.233,9.127,0.333
2026-07-09 23:50,32.51,2.139,8.997,0.478
2026-07-09 23:51,32.66,2.166,8.941,1.017
2026-07-09 23:52,32.09,2.165,8.799,0.0
2026-07-09 23:53,32.48,2.181,9.39,0.0
2026-07-09 23:54,32.11,2.293,8.564,0.894
2026-07-09 23:55,32.25,2.127,8.798,0.0
2026-07-09 23:56,32.08,2.044,8.398,0.0
2026-07-09 23:57,32.0,2.102,8.608,0.0
2026-07-09 23:58,31.88,2.169,8.942,0.314
2026-07-09 23:59,32.01,2.172,8.329,0.455
2026-07-10 00:00,32.18,2.162,8.512,0.0
2026-07-10 00:01,32.13,2.222,9.02,0.0
2026-07-10 00:02,32.3,2.353,8.85,0.0
2026-07-10 00:03,31.66,2.232,8.436,0.0
2026-07-10 00:04,32.01,2.21,8.331,0.269
2026-07-10 00:05,32.19,2.212,8.989,0.0
2026-07-10 00:06,31.89,2.272,8.141,0.0
2026-07-10 00:07,32.15,2.046,9.085,0.047
2026-07-10 00:08,32.04,2.204,8.772,0.0
2026-07-10 00:09,32.19,2.234,8.572,0.0
2026-07-10 00:10,32.04,2.105,8.726,0.0
2026-07-10 00:11,32.28,2.134,8.983,1.4
2026-07-10 00:12,32.51,2.094,8.731,0.0
2026-07-10 00:13,31.8,2.139,8.53,0.0
2026-07-10 00:14,32.21,2.192,9.162,0.134
2026-07-10 00:15,32.22,2.136,8.371,0.0
2026-07-10 00:16,31.85,2.198,9.032,0.0
2026-07-10 00:17,31.78,2.015,9.294,0.605
2026-07-10 00:18,32.29,2.177,9.249,0.0
2026-07-10 00:19,31.97,1.993,8.729,0.637
2026-07-10 00:20,32.0,2.266,8.705,0.907
2026-07-10 00:21,32.29,2.226,9.112,0.0
2026-07-10 00:22,31.99,2.244,8.918,0.0
2026-07-10 00:23,31.41,2.223,8.142,0.0
2026-07-10 00:24,31.98,2.257,8.832,0.0
2026-07-10 00:25,31.59,2.354,9.043,0.0
2026-07-10 00:26,31.43,2.107,8.22,0.243
2026-07-10 00:27,31.92,2.218,8.735,0.0
2026-07-10 00:28,32.18,2.121,8.855,0.0
2026-07-10 00:29,31.6,2.085,8.479,0.753
2026-07-10 00:30,32.04,2.214,9.118,0.0
2026-07-10 00:31,31.44,2.319,8.809,0.0
2026-07-10 00:32,32.18,2.223,8.439,0.0
2026-07-10 00:33,31.96,2.281,9.169,0.581
2026-07-10 00:34,32.0,2.15,8.526,0.0
2026-07-10 00:35,31.55,2.225,8.572,0.0
2026-07-10 00:36,31.92,2.362,8.547,0.0
2026-07-10 00:37,31.79,2.144,8.528,0.684
2026-07-10 00:38,31.76,2.071,8.383,0.891
2026-07-10 00:39,31.99,2.03,8.523,0.248
2026-07-10 00:40,32.28,2.22,8.529,0.0
2026-07-10 00:41,31.99,2.185,8.503,0.918
2026-07-10 00:42,31.63,2.148,8.657,0.0
2026-07-10 00:43,31.88,2.218,8.872,0.013
2026-07-10 00:44,32.05,2.211,9.203,0.686
2026-07-10 00:45,31.65,2.132,8.941,2.221
2026-07-10 00:46,31.69,2.249,8.62,0.0
2026-07-10 00:47,31.27,2.113,8.514,0.053
2026-07-10 00:48,31.77,2.32,8.303,0.0
2026-07-10 00:49,31.68,2.219,8.952,0.0
2026-07-10 00:50,31.77,2.073,8.984,1.438
2026-07-10 00:51,31.72,2.27,8.764,0.0
2026-07-10 00:52,31.66,2.407,8.573,0.212
2026-07-10 00:53,32.21,2.379,8.829,0.0
2026-07-10 00:54,31.96,1.977,8.203,0.008
2026-07-10 00:55,31.66,2.157,8.064,0.0
2026-07-10 00:56,31.81,2.257,8.05,1.252
2026-07-10 00:57,31.71,2.155,8.895,0.442
2026-07-10 00:58,31.47,2.033,8.487,0.0
2026-07-10 00:59,31.18,2.201,8.288,0.697
2026-07-10 01:00,31.03,2.121,8.37,0.0
2026-07-10 01:01,31.4,2.186,8.53,0.529
2026-07-10 01:02,31.29,2.128,9.04,0.0
2026-07-10 01:03,31.17,2.29,8.492,0.25
2026-07-10 01:04,31.39,2.103,8.319,0.0
2026-07-10 01:05,31.0,2.221,8.437,0.0
2026-07-10 01:06,31.3,2.215,8.886,0.0
2026-07-10 01:07,31.36,2.1,8.15,0.0
2026-07-10 01:08,31.15,2.225,8.439,0.163
2026-07-10 01:09,31.12,2.275,8.573,0.0
2026-07-10 01:10,31.57,2.559,8.535,0.02
2026-07-10 01:11,31.09,2.193,8.21,1.416
2026-07-10 01:12,30.81,2.091,8.502,0.0
2026-07-10 01:13,30.56,2.187,8.374,0.649
2026-07-10 01:14,31.39,2.081,8.543,0.302
2026-07-10 01:15,30.81,2.09,8.352,0.0
2026-07-10 01:16,31.28,2.178,8.253,0.0
2026-07-10 01:17,30.66,2.293,8.728,1.384
2026-07-10 01:18,31.01,2.246,8.117,0.0
2026-07-10 01:19,30.65,2.299,7.969,0.0
2026-07-10 01:20,31.16,2.251,8.323,0.685
2026-07-10 01:21,30.82,2.101,7.818,0.0
2026-07-10 01:22,31.05,2.104,8.604,0.145
2026-07-10 01:23,30.83,2.154,8.395,0.0
2026-07-10 01:24,31.31,2.35,8.551,0.0
2026-07-10 01:25,31.68,2.309,8.542,0.57
2026-07-10 01:26,30.98,2.313,8.472,0.748
2026-07-10 01:27,31.02,2.231,8.643,0.636
2026-07-10 01:28,31.11,2.392,8.222,0.372
2026-07-10 01:29,30.75,2.265,7.859,0.172
2026-07-10 01:30,31.03,2.048,8.354,0.0
2026-07-10 01:31,31.2,2.228,7.98,0.859
2026-07-10 01:32,30.9,2.281,8.085,0.0
2026-07-10 01:33,30.8,2.401,7.831,0.337
2026-07-10 01:34,30.68,2.062,7.883,0.275
2026-07-10 01:35,31.24,2.104,7.796,0.461
2026-07-10 01:36,31.22,2.011,8.875,0.105
2026-07-10 01:37,30.97,2.339,8.165,1.72
2026-07-10 01:38,30.59,2.224,8.548,1.014
2026-07-10 01:39,31.04,2.199,8.768,0.838
2026-07-10 01:40,31.13,2.198,8.753,0.0
2026-07-10 01:41,30.73,2.044,7.892,0.9
2026-07-10 01:42,30.69,2.249,8.253,0.618
2026-07-10 01:43,30.84,2.085,8.639,0.419
2026-07-10 01:44,31.44,2.318,8.934,0.266
2026-07-10 01:45,30.9,2.205,8.212,0.952
2026-07-10 01:46,30.81,2.213,7.834,0.429
